accession	record_class	length_bp	n_ambiguous	strand_vs_reference	n_anchor_chains	ref_span_start	ref_span_end	genes_covered	n_guides_scored
HQ686005.1	subgenomic	1131	0	-	1	46677	47801		0
HQ686006.1	subgenomic	1131	0	-	1	46673	47801		0
HQ686007.1	subgenomic	1131	0	-	1	46677	47801		0
HQ686008.1	subgenomic	1131	0	-	1	46677	47801		0
HQ686009.1	subgenomic	1131	0	-	1	46677	47801		0
HQ686010.1	subgenomic	1131	0	-	1	46673	47801		0
HQ686011.1	subgenomic	1131	0	-	1	46673	47801		0
HQ686012.1	subgenomic	1132	0	-	1	46672	47800		0
HQ686013.1	subgenomic	1132	0	-	1	46672	47800		0
HQ686014.1	subgenomic	1131	0	-	1	46677	47801		0
HQ686015.1	subgenomic	1132	0	-	1	46672	47800		0
HQ686016.1	subgenomic	1131	0	-	1	46672	47801		0
HQ686017.1	subgenomic	1130	0	-	1	46677	47802		0
HQ686018.1	subgenomic	1132	0	-	1	46672	47800		0
HQ686019.1	subgenomic	1131	0	-	1	46677	47801		0
HQ686020.1	subgenomic	1132	0	-	1	46672	47800		0
HQ686021.1	subgenomic	1132	0	-	1	46672	47800		0
HQ686022.1	subgenomic	1131	0	-	1	46673	47801		0
HQ686023.1	subgenomic	1131	0	-	1	46673	47801		0
HQ686024.1	subgenomic	1131	0	-	1	46673	47801		0
HQ686025.1	subgenomic	1131	0	-	1	46673	47801		0
HQ686026.1	subgenomic	1131	0	-	1	46673	47801		0
HQ686027.1	subgenomic	1131	0	-	1	46673	47801		0
HQ686028.1	subgenomic	1131	0	-	1	46673	47801		0
HQ686029.1	subgenomic	1131	0	-	1	46673	47801		0
HQ686030.1	subgenomic	1131	0	-	1	46677	47801		0
HQ686031.1	subgenomic	1131	0	-	1	46673	47801		0
HQ686032.1	subgenomic	1131	0	-	1	46673	47801		0
HQ686033.1	subgenomic	1131	0	-	1	46673	47801		0
HQ686034.1	subgenomic	1131	0	-	1	46673	47801		0
HQ686035.1	subgenomic	1131	0	-	1	46673	47801		0
HQ686036.1	subgenomic	1131	0	-	1	46673	47801		0
HQ686037.1	subgenomic	1131	0	-	1	46673	47801		0
HQ686038.1	subgenomic	1131	0	-	1	46673	47801		0
HQ707581.1	subgenomic	1131	0	-	1	46681	47785		0
HQ707582.1	subgenomic	1131	0	-	1	46681	47785		0
HQ707583.1	subgenomic	1131	0	-	1	46681	47785		0
HQ707584.1	subgenomic	1131	0	-	1	46681	47785		0
HQ707585.1	subgenomic	1130	0	-	1	46681	47786		0
HQ707586.1	subgenomic	1131	0	-	1	46681	47785		0
HQ707587.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707588.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707589.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707590.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707591.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707592.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707593.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707594.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707595.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707596.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707597.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707598.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707599.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707600.1	subgenomic	1131	0	-	1	46701	47801		0
HQ707601.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707602.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707603.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707604.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707605.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707606.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707607.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707608.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707609.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707610.1	subgenomic	1131	0	-	1	46681	47785		0
HQ707611.1	subgenomic	1131	0	-	1	46681	47785		0
HQ707612.1	subgenomic	1131	0	-	1	46681	47785		0
HQ707613.1	subgenomic	1131	0	-	1	46681	47785		0
HQ707614.1	subgenomic	1131	0	-	1	46681	47785		0
HQ707615.1	subgenomic	1131	0	-	1	46681	47785		0
HQ707616.1	subgenomic	1131	0	-	1	46681	47785		0
HQ707617.1	subgenomic	1131	0	-	1	46681	47785		0
HQ707618.1	subgenomic	1131	0	-	1	46681	47785		0
HQ707619.1	subgenomic	1131	0	-	1	46681	47785		0
HQ707620.1	subgenomic	1131	0	-	1	46685	47785		0
HQ707621.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707622.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707623.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707624.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707625.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707626.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707627.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707628.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707629.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707630.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707631.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707632.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707633.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707634.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707635.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707636.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707637.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707638.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707639.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707640.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707641.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707642.1	subgenomic	1131	0	-	1	46677	47801		0
HQ707643.1	subgenomic	1131	0	-	1	46677	47801		0
HQ833203.1	subgenomic	738	0	+	1	136726	137446		0
J02209.1	subgenomic	499	0	+	1	1789	2281	RL2	0
J02210.1	subgenomic	522	0	+	1	113323	113835	UL54	11
J02211.1	subgenomic	515	0	+	1	146451	146943		0
J02212.1	subgenomic	1550	0	+	1	89471	91020		0
J02213.1	subgenomic	720	0	-	1	106523	107237		0
J02214.1	subgenomic	267	0	+	1	90952	91138		0
J02216.1	subgenomic	2697	0	+	1	96048	98745		0
J02217.1	subgenomic	1608	0	+	1	138210	139763		0
J02218.1	subgenomic	400	0	+	1	146394	146792		0
J02220.1	subgenomic	2560	0	+	4	131537	132606		0
J02223.1	subgenomic	1303	0	+	3	125784	126790		0
J02224.1	subgenomic	2403	0	-	1	45939	48309		0
J03366.1	subgenomic	360	0	-	1	47152	47508		0
J04323.1	subgenomic	3083	0	+	1	118571	121658	RL2	197
J04327.1	subgenomic	1606	0	-	1	46527	48131		0
JF511469.1	subgenomic	1263	0	+	1	132647	133907		0
JF511470.1	subgenomic	1263	0	+	1	132647	133907		0
JF511471.1	subgenomic	1263	0	+	1	132647	133883		0
JF511472.1	subgenomic	1263	0	+	1	132647	133899		0
JF511473.1	subgenomic	1263	0	+	1	132647	133907		0
JF511474.1	subgenomic	1263	0	+	1	132647	133907		0
JF511475.1	subgenomic	1263	0	+	1	132647	133907		0
JF810770.1	subgenomic	1467	0	+	1	93112	94576		0
JF810771.1	subgenomic	1467	0	+	1	93112	94576		0
JF810772.1	subgenomic	1467	0	+	1	93112	94576		0
JF810773.1	subgenomic	1467	0	+	1	93112	94576		0
JF810774.1	subgenomic	1467	0	+	1	93112	94576		0
JF810775.1	subgenomic	1467	0	+	1	93112	94576		0
JF810776.1	subgenomic	1467	0	+	1	93112	94576		0
JF810777.1	subgenomic	1467	0	+	1	93112	94576		0
JF810778.1	subgenomic	1467	0	+	1	93112	94576		0
JF810779.1	subgenomic	1466	0	+	1	93112	94577		0
JF810780.1	subgenomic	1467	0	+	1	93112	94576		0
JF810781.1	subgenomic	1467	0	+	1	93112	94576		0
JF810782.1	subgenomic	1467	0	+	1	93112	94576		0
JF810783.1	subgenomic	1467	0	+	1	93112	94576		0
JF810784.1	subgenomic	1467	0	+	1	93112	94576		0
JF810785.1	subgenomic	1467	0	+	1	93112	94576		0
JF810786.1	subgenomic	1467	0	+	1	93112	94576		0
JF810787.1	subgenomic	1467	0	+	1	93112	94576		0
JF810788.1	subgenomic	1467	0	+	1	93112	94576		0
JF810789.1	subgenomic	1467	0	+	1	93112	94576		0
JF810790.1	subgenomic	1467	0	+	1	93112	94576		0
JF810791.1	subgenomic	1467	0	+	1	93112	94576		0
JF810792.1	subgenomic	1467	0	+	1	93112	94576		0
JF810793.1	subgenomic	1467	0	+	1	93112	94576		0
JF810794.1	subgenomic	1467	0	+	1	93112	94576		0
JF810795.1	subgenomic	1467	0	+	1	93112	94576		0
JF810796.1	subgenomic	1467	0	+	1	93112	94576		0
JF810797.1	subgenomic	1467	0	+	1	93112	94576		0
JF810798.1	subgenomic	1467	0	+	1	93112	94576		0
JF810799.1	subgenomic	1467	0	+	1	93112	94576		0
JF810800.1	subgenomic	1467	0	+	1	93112	94576		0
JF810801.1	subgenomic	1467	0	+	1	93112	94576		0
JF810802.1	subgenomic	1467	0	+	1	93112	94576		0
JF810803.1	subgenomic	1467	0	+	1	93112	94576		0
JF810804.1	subgenomic	1467	0	+	1	93112	94576		0
JF810805.1	subgenomic	1467	0	+	1	93128	94576		0
JF810806.1	subgenomic	1467	0	+	1	93112	94576		0
JF810807.1	subgenomic	1467	0	+	1	93112	94576		0
JF810808.1	subgenomic	1467	0	+	1	93112	94576		0
JF810809.1	subgenomic	1467	0	+	1	93112	94576		0
JF810810.1	subgenomic	1467	0	+	1	93112	94576		0
JF810811.1	subgenomic	1466	0	+	1	93112	94577		0
JF810812.1	subgenomic	1467	0	+	1	93112	94576		0
JF810813.1	subgenomic	1467	0	+	1	93112	94576		0
JF810814.1	subgenomic	1467	0	+	1	93112	94576		0
JF810815.1	subgenomic	1467	0	+	1	93112	94576		0
JF810816.1	subgenomic	1467	0	+	1	93112	94576		0
JF810817.1	subgenomic	1467	0	+	1	93112	94576		0
JF810818.1	subgenomic	1467	0	+	1	93112	94576		0
JF810819.1	subgenomic	1467	0	+	1	93112	94576		0
JF810820.1	subgenomic	1467	1	+	1	93112	94576		0
JF810821.1	subgenomic	1467	0	+	1	93112	94576		0
JF810822.1	subgenomic	1467	0	+	1	93112	94576		0
JF810823.1	subgenomic	1467	0	+	1	93112	94576		0
JN181118.1	subgenomic	717	0	+	1	136755	137447		0
JN181119.1	subgenomic	717	0	+	1	136755	137447		0
JN181120.1	subgenomic	717	0	+	1	136755	137447		0
JN181121.1	subgenomic	717	0	+	1	136755	137447		0
JN181122.1	subgenomic	717	0	+	1	136755	137447		0
JN181123.1	subgenomic	717	0	+	1	136755	137447		0
JN181124.1	subgenomic	717	0	+	1	136755	137447		0
JN181125.1	subgenomic	717	0	+	1	136763	137447		0
JN181126.1	subgenomic	720	0	+	1	136755	137448		0
JN181127.1	subgenomic	717	0	+	1	136755	137447		0
JN181128.1	subgenomic	717	0	+	1	136755	137447		0
JN181129.1	subgenomic	720	0	+	1	136755	137448		0
JN181130.1	subgenomic	717	0	+	1	136755	137447		0
JN181131.1	subgenomic	717	0	+	1	136755	137447		0
JN181132.1	subgenomic	717	0	+	1	136755	137447		0
JN181133.1	subgenomic	720	0	+	1	136755	137448		0
JN181134.1	subgenomic	717	0	+	1	136755	137447		0
JN181135.1	subgenomic	717	0	+	1	136755	137447		0
JN181136.1	subgenomic	717	0	+	1	136755	137447		0
JN181137.1	subgenomic	717	0	+	1	136755	137447		0
JN181138.1	subgenomic	720	0	+	1	136755	137448		0
JN181139.1	subgenomic	717	0	+	1	136755	137447		0
JN181140.1	subgenomic	717	0	+	1	136771	137447		0
JN181141.1	subgenomic	717	0	+	1	136755	137447		0
JN181142.1	subgenomic	717	0	+	1	136755	137447		0
JN181143.1	subgenomic	717	0	+	1	136771	137447		0
JN191624.1	subgenomic	1131	0	-	1	46681	47785		0
JN415116.1	subgenomic	1131	0	-	1	46673	47801		0
JN415117.1	subgenomic	1131	0	-	1	46673	47801		0
JN415118.1	subgenomic	1132	0	-	1	46673	47800		0
JN415119.1	subgenomic	1130	0	-	1	46673	47802		0
JN712694.1	subgenomic	1536	0	+	1	96312	97844		0
JN712695.1	subgenomic	1536	0	+	1	96312	97840		0
JN712696.1	subgenomic	1536	0	+	1	96312	97844		0
JN712697.1	subgenomic	1539	0	+	1	96312	97845		0
JN712698.1	subgenomic	1536	0	+	1	96312	97844		0
JN712699.1	subgenomic	1536	0	+	1	96332	97844		0
JN712700.1	subgenomic	1536	0	+	1	96312	97844		0
JN712701.1	subgenomic	1536	0	+	1	96312	97844		0
JN712702.1	subgenomic	1536	0	+	1	96312	97844		0
JN712703.1	subgenomic	1536	0	+	1	96312	97844		0
JN712704.1	subgenomic	1536	0	+	1	96312	97844		0
JN712705.1	subgenomic	1536	0	+	1	96312	97844		0
JN712706.1	subgenomic	1536	0	+	1	96312	97844		0
JN712707.1	subgenomic	1536	0	+	1	96312	97844		0
JN712708.1	subgenomic	1536	0	+	1	96312	97844		0
JN712709.1	subgenomic	1536	0	+	1	96312	97844		0
JN712710.1	subgenomic	1536	0	+	1	96312	97844		0
JN712711.1	subgenomic	1536	0	+	1	96312	97844		0
JN712712.1	subgenomic	1536	0	+	1	96312	97844		0
JN712713.1	subgenomic	1536	0	+	1	96312	97844		0
JN712714.1	subgenomic	1536	0	+	1	96312	97844		0
JN712715.1	subgenomic	1536	0	+	1	96312	97844		0
JN712716.1	subgenomic	1536	0	+	1	96312	97844		0
JN712717.1	subgenomic	1536	0	+	1	96312	97844		0
JN712718.1	subgenomic	1536	0	+	1	96312	97844		0
JQ320079.1	subgenomic	669	0	-	1	40821	41489		0
JQ320080.1	subgenomic	2715	0	-	1	53081	55793		0
JQ320081.1	subgenomic	2517	0	-	1	43867	46383		0
JQ320082.1	subgenomic	1017	0	+	1	112180	113196	UL52	4
JQ320083.1	subgenomic	1185	0	+	1	138423	139607		0
JQ352101.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352102.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352103.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352104.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352105.1	subgenomic	3708	0	+	1	62815	66511	UL30	794
JQ352106.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352107.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352108.1	subgenomic	3708	0	+	1	62827	66511	UL30	791
JQ352109.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352110.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352111.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352112.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352113.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352114.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352115.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352116.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352117.1	subgenomic	3708	0	+	1	62827	66511	UL30	791
JQ352118.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352119.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352120.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352121.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352122.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352123.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352124.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352125.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352126.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352127.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352128.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352129.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352130.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352131.1	subgenomic	3708	0	+	1	62827	66511	UL30	791
JQ352132.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352133.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352134.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352135.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352136.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352137.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352138.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352139.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352140.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352141.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352142.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352143.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352144.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352145.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352146.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352147.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352148.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352149.1	subgenomic	3708	0	+	1	62827	66491	UL30	791
JQ352150.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352151.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352152.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352153.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352154.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352155.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352156.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352157.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352158.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352159.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352160.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352161.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352162.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352163.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352164.1	subgenomic	3708	0	+	1	62827	66511	UL30	791
JQ352165.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352166.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352167.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352168.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352169.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352170.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352171.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352172.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352173.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352174.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352175.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352176.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352177.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352178.1	subgenomic	3708	0	+	1	62807	66503	UL30	794
JQ352179.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352180.1	subgenomic	3708	0	+	1	62807	66503	UL30	794
JQ352181.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352182.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352183.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352184.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352185.1	subgenomic	3708	0	+	1	62807	66511	UL30	794
JQ352201.1	subgenomic	1132	0	-	1	46673	47800		0
JQ352202.1	subgenomic	1130	0	-	1	46673	47802		0
JQ352203.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352204.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352205.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352206.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352207.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352208.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352209.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352210.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352211.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352212.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352213.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352214.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352215.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352216.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352217.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352218.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352219.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352220.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352221.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352222.1	subgenomic	1131	0	-	1	46673	47777		0
JQ352223.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352224.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352225.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352226.1	subgenomic	1131	0	-	1	46681	47801		0
JQ352227.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352228.1	subgenomic	1131	0	-	1	46673	47777		0
JQ352229.1	subgenomic	1131	0	-	1	46673	47785		0
JQ352230.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352231.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352232.1	subgenomic	1131	0	-	1	46681	47801		0
JQ352233.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352234.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352235.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352236.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352237.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352238.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352239.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352240.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352241.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352242.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352243.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352244.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352245.1	subgenomic	1131	0	-	1	46681	47801		0
JQ352246.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352247.1	subgenomic	1131	0	-	1	46673	47761		0
JQ352248.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352249.1	subgenomic	1131	0	-	1	46681	47801		0
JQ352250.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352251.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352252.1	subgenomic	1131	0	-	1	46681	47801		0
JQ352253.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352254.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352255.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352256.1	subgenomic	1131	0	-	1	46673	47785		0
JQ352257.1	subgenomic	1132	0	-	1	46681	47784		0
JQ352258.1	subgenomic	1132	0	-	1	46673	47800		0
JQ352259.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352260.1	subgenomic	1130	0	-	1	46673	47802		0
JQ352261.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352262.1	subgenomic	1131	0	-	1	46673	47777		0
JQ352263.1	subgenomic	1130	0	-	1	46673	47802		0
JQ352264.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352265.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352266.1	subgenomic	1130	0	-	1	46681	47786		0
JQ352267.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352268.1	subgenomic	1132	0	-	1	46673	47800		0
JQ352269.1	subgenomic	1132	0	-	1	46681	47784		0
JQ352270.1	subgenomic	1132	0	-	1	46673	47800		0
JQ352271.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352272.1	subgenomic	1131	0	-	1	46673	47777		0
JQ352273.1	subgenomic	1132	0	-	1	46673	47800		0
JQ352274.1	subgenomic	1130	0	-	1	46673	47778		0
JQ352275.1	subgenomic	1130	0	-	1	46686	47802		0
JQ352276.1	subgenomic	1132	0	-	1	46673	47800		0
JQ352277.1	subgenomic	1130	0	-	1	46673	47778		0
JQ352278.1	subgenomic	1130	0	-	1	46673	47778		0
JQ352279.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352280.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352281.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352282.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352283.1	subgenomic	1131	0	-	1	46681	47785		0
JQ352284.1	subgenomic	1131	0	-	1	46673	47801		0
JQ352285.1	subgenomic	1132	0	-	1	46673	47800		0
JQ359758.1	subgenomic	1536	0	+	1	96312	97844		0
JQ359759.1	subgenomic	675	0	+	1	9362	9994		0
JQ407535.1	subgenomic	4753	0	+	2	146434	151419		0
JQ895543.1	subgenomic	1131	0	-	1	46677	47801		0
JQ895544.1	subgenomic	1131	0	-	1	46677	47801		0
JQ895545.1	subgenomic	1131	0	-	1	46677	47801		0
JQ895546.1	subgenomic	1131	0	-	1	46681	47801		0
JQ895547.1	subgenomic	1131	0	-	1	46681	47785		0
JQ895548.1	subgenomic	1131	0	-	1	46677	47801		0
JQ895549.1	subgenomic	1131	0	-	1	46677	47801		0
JQ895550.1	subgenomic	1131	0	-	1	46677	47777		0
JQ895551.1	subgenomic	1131	0	-	1	46677	47801		0
JQ895552.1	subgenomic	1131	0	-	1	46681	47785		0
JQ895553.1	subgenomic	1131	0	-	1	46677	47785		0
JQ895554.1	subgenomic	1131	0	-	1	46677	47801		0
JQ895555.1	subgenomic	1128	0	-	1	46681	47784		0
JQ895556.1	subgenomic	1131	0	-	1	46677	47801		0
JX040502.1	subgenomic	1131	0	-	1	46681	47733		0
JX040503.1	subgenomic	1131	0	-	1	46681	47733		0
JX392950.1	subgenomic	1131	0	-	1	46677	47801		0
JX392951.1	subgenomic	1131	0	-	1	46677	47801		0
JX392952.1	subgenomic	1131	0	-	1	46677	47801		0
JX392953.1	subgenomic	1131	0	-	1	46677	47801		0
JX392954.1	subgenomic	1131	0	-	1	46677	47801		0
JX392955.1	subgenomic	1131	0	-	1	46677	47801		0
JX392956.1	subgenomic	1131	0	-	1	46677	47801		0
JX392957.1	subgenomic	1131	0	-	1	46677	47801		0
JX392958.1	subgenomic	1131	0	-	1	46677	47801		0
JX392959.1	subgenomic	1131	0	-	1	46677	47801		0
JX392960.1	subgenomic	1131	0	-	1	46677	47801		0
JX392961.1	subgenomic	1130	0	-	1	46677	47802		0
JX392962.1	subgenomic	1131	0	-	1	46677	47801		0
JX392963.1	subgenomic	1131	0	-	1	46677	47801		0
JX392964.1	subgenomic	1131	0	-	1	46677	47801		0
JX392965.1	subgenomic	1131	0	-	1	46677	47801		0
JX392966.1	subgenomic	1131	0	-	1	46677	47801		0
JX392967.1	subgenomic	1131	0	-	1	46681	47801		0
JX392968.1	subgenomic	1131	0	-	1	46677	47801		0
JX392969.1	subgenomic	1131	0	-	1	46677	47801		0
